stem,split,image_path,mask_path,height,width,fg_ratio,num_present_classes,num_connected_components,present_classes,present_class_names,present_class_groups,has_tail,has_extreme_tail,rare_score,hard_score_gt,difficulty_level,stage1_weight,stage2_weight,aug_policy
00003660,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003660.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003660.png,467,700,0.4518,3,1,"[51, 87, 103]","['lemon', 'shrimp', 'background']","['medium', 'medium', 'background']",False,False,0.1734,1.9964,easy,2.6734,1.7468,none
00003661,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003661.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003661.png,384,512,0.841,5,1,"[11, 60, 80, 92, 103]","['broccoli', 'onion', 'rice', 'steak', 'background']","['head', 'medium', 'medium', 'head', 'background']",False,False,0.1869,1.718,easy,2.6869,1.7738,none
00003662,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003662.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003662.png,256,256,0.6405,4,1,"[21, 25, 74, 103]","['chicken duck', 'corn', 'potato', 'background']","['head', 'medium', 'head', 'background']",False,False,0.1319,1.8690000000000002,easy,2.6319,1.6638000000000002,none
00003663,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003663.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003663.png,302,410,0.2579,8,5,"[8, 15, 23, 59, 76, 82, 100, 103]","['biscuit', 'carrot', 'cilantro mint', 'olives', 'pumpkin', 'sauce', 'white radish', 'background']","['medium', 'head', 'head', 'tail', 'tail', 'head', 'tail', 'background']",True,False,0.7727,5.034199999999999,hard,2.1727,4.5454,rare_crop
00003664,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003664.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003664.png,375,500,0.3902,5,1,"[27, 35, 45, 80, 103]","['cucumber', 'fish', 'ice cream', 'rice', 'background']","['medium', 'medium', 'head', 'medium', 'background']",False,False,0.2165,2.6196,medium,2.2165,2.433,light
00003665,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003665.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003665.png,480,640,0.7795,5,1,"[11, 52, 73, 96, 103]","['broccoli', 'lettuce', 'pork', 'tomato', 'background']","['head', 'medium', 'medium', 'head', 'background']",False,False,0.1829,1.8410000000000002,easy,2.6829,1.7658,none
00003666,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003666.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003666.png,292,410,0.8197,7,1,"[11, 15, 17, 27, 45, 68, 103]","['broccoli', 'carrot', 'cauliflower', 'cucumber', 'ice cream', 'pepper', 'background']","['head', 'head', 'medium', 'medium', 'head', 'medium', 'background']",False,False,0.3225,2.2606,easy,2.8225,2.045,none
00003667,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003667.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003667.png,272,410,0.4376,4,1,"[0, 13, 20, 103]","['almond', 'cake', 'cherry', 'background']","['tail', 'medium', 'medium', 'background']",True,False,0.3859,3.0747999999999998,hard,1.7858999999999998,3.7718,rare_crop
00003668,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003668.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003668.png,375,410,0.2487,3,1,"[10, 27, 103]","['bread', 'cucumber', 'background']","['head', 'medium', 'background']",False,False,0.0897,2.4025999999999996,medium,2.0897,2.1794000000000002,light
00003669,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003669.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003669.png,428,642,0.0743,5,3,"[0, 13, 24, 45, 103]","['almond', 'cake', 'coffee', 'ice cream', 'background']","['tail', 'medium', 'medium', 'head', 'background']",True,False,0.4425,4.3514,hard,1.8424999999999998,3.885,rare_crop
00003670,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003670.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003670.png,256,256,0.5075,4,1,"[10, 52, 96, 103]","['bread', 'lettuce', 'tomato', 'background']","['head', 'medium', 'head', 'background']",False,False,0.1268,2.135,easy,2.6268000000000002,1.6536,none
00003671,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003671.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003671.png,399,512,0.4573,6,1,"[10, 15, 21, 42, 45, 103]","['bread', 'carrot', 'chicken duck', 'green beans', 'ice cream', 'background']","['head', 'head', 'head', 'medium', 'head', 'background']",False,False,0.2401,2.7354,medium,2.2401,2.4802,light
00003672,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003672.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003672.png,384,512,0.6931,4,1,"[11, 35, 80, 103]","['broccoli', 'fish', 'rice', 'background']","['head', 'medium', 'medium', 'background']",False,False,0.157,1.7637999999999998,easy,2.657,1.714,none
00003673,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003673.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003673.png,384,512,0.7474,5,1,"[11, 42, 50, 69, 103]","['broccoli', 'green beans', 'lamb', 'pie', 'background']","['head', 'medium', 'medium', 'medium', 'background']",False,False,0.3157,1.9052000000000002,easy,2.8157,2.0314,none
00003674,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003674.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003674.png,256,256,0.6343,5,2,"[15, 18, 21, 82, 103]","['carrot', 'celery stick', 'chicken duck', 'sauce', 'background']","['head', 'medium', 'head', 'head', 'background']",False,False,0.1939,2.2814,medium,2.1939,2.3878,light
00003675,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003675.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003675.png,316,512,0.6964,6,2,"[41, 54, 70, 82, 93, 103]","['grape', 'melon', 'pineapple', 'sauce', 'strawberry', 'background']","['medium', 'tail', 'tail', 'head', 'medium', 'background']",True,False,0.6093,3.2072000000000003,hard,2.0093,4.2186,rare_crop
00003676,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003676.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003676.png,256,256,0.5522,7,2,"[10, 52, 69, 82, 92, 96, 103]","['bread', 'lettuce', 'pie', 'sauce', 'steak', 'tomato', 'background']","['head', 'medium', 'medium', 'head', 'head', 'head', 'background']",False,False,0.2582,2.9455999999999998,hard,1.6582,3.5164,hard_crop
00003677,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003677.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003677.png,256,256,0.555,6,1,"[15, 25, 74, 80, 92, 103]","['carrot', 'corn', 'potato', 'rice', 'steak', 'background']","['head', 'medium', 'head', 'medium', 'head', 'background']",False,False,0.22,2.54,medium,2.2199999999999998,2.44,light
00003678,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003678.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003678.png,256,256,0.7406,5,1,"[15, 80, 82, 96, 103]","['carrot', 'rice', 'sauce', 'tomato', 'background']","['head', 'medium', 'head', 'head', 'background']",False,False,0.1612,1.9188,easy,2.6612,1.7224,none
00003679,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003679.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003679.png,2048,1536,0.5571,4,2,"[21, 36, 60, 103]","['chicken duck', 'french beans', 'onion', 'background']","['head', 'medium', 'medium', 'background']",False,False,0.1637,2.1858,easy,2.6637,1.7273999999999998,none
00003680,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003680.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003680.png,256,256,0.4133,3,2,"[8, 45, 103]","['biscuit', 'ice cream', 'background']","['medium', 'head', 'background']",False,False,0.1264,2.2234,easy,2.6264000000000003,1.6528,none
00003681,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003681.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003681.png,382,512,0.3612,5,1,"[10, 27, 37, 96, 103]","['bread', 'cucumber', 'french fries', 'tomato', 'background']","['head', 'medium', 'medium', 'head', 'background']",False,False,0.2113,2.6776,medium,2.2113,2.4226,light
00003682,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003682.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003682.png,256,256,0.5942,4,1,"[13, 45, 93, 103]","['cake', 'ice cream', 'strawberry', 'background']","['medium', 'head', 'medium', 'background']",False,False,0.1606,1.9616000000000002,easy,2.6606,1.7212,none
00003683,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003683.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003683.png,384,512,0.4758,3,1,"[60, 96, 103]","['onion', 'tomato', 'background']","['medium', 'head', 'background']",False,False,0.096,1.9484,easy,2.596,1.592,none
00003684,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003684.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003684.png,356,534,0.1867,5,3,"[13, 22, 24, 45, 103]","['cake', 'chocolate', 'coffee', 'ice cream', 'background']","['medium', 'tail', 'medium', 'head', 'background']",True,False,0.3712,4.1266,hard,1.7711999999999999,3.7424,rare_crop
00003685,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003685.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003685.png,400,400,0.4178,3,3,"[10, 51, 103]","['bread', 'lemon', 'background']","['head', 'medium', 'background']",False,False,0.0883,2.3644,medium,2.0883000000000003,2.1766,light
00003686,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003686.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003686.png,256,256,0.4452,3,1,"[13, 93, 103]","['cake', 'strawberry', 'background']","['medium', 'medium', 'background']",False,False,0.1164,2.0096,easy,2.6164,1.6328,none
00003687,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003687.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003687.png,307,410,0.4245,6,4,"[10, 23, 38, 89, 101, 103]","['bread', 'cilantro mint', 'fried meat', 'soup', 'wine', 'background']","['head', 'head', 'medium', 'medium', 'medium', 'background']",False,False,0.4225,3.251,hard,1.8224999999999998,3.8449999999999998,hard_crop
00003688,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003688.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003688.png,385,512,0.7083,5,1,"[15, 36, 73, 74, 103]","['carrot', 'french beans', 'pork', 'potato', 'background']","['head', 'medium', 'medium', 'head', 'background']",False,False,0.1934,1.9834,easy,2.6934,1.7868,none
00003689,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003689.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003689.png,512,384,0.3936,3,5,"[56, 93, 103]","['milkshake', 'strawberry', 'background']","['medium', 'medium', 'background']",False,False,0.1916,2.7128,medium,2.1916,2.3832,light
00003690,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003690.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003690.png,384,512,0.2503,3,3,"[10, 24, 103]","['bread', 'coffee', 'background']","['head', 'medium', 'background']",False,False,0.1349,2.6994,medium,2.1349,2.2698,light
00003691,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003691.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003691.png,256,256,0.6115,5,7,"[1, 41, 82, 93, 103]","['apple', 'grape', 'sauce', 'strawberry', 'background']","['medium', 'medium', 'head', 'medium', 'background']",False,False,0.2976,3.077,hard,1.6976,3.5952,hard_crop
00003692,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003692.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003692.png,1000,750,0.5095,3,1,"[1, 13, 103]","['apple', 'cake', 'background']","['medium', 'medium', 'background']",False,False,0.1726,1.881,easy,2.6726,1.7452,none
00003693,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003693.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003693.png,382,512,0.4931,3,1,"[21, 80, 103]","['chicken duck', 'rice', 'background']","['head', 'medium', 'background']",False,False,0.0868,1.9138,easy,2.5868,1.5735999999999999,none
00003694,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003694.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003694.png,384,512,0.6876,4,1,"[12, 73, 74, 103]","['cabbage', 'pork', 'potato', 'background']","['medium', 'medium', 'head', 'background']",False,False,0.1996,1.7748,easy,2.6996,1.7992,none
00003695,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003695.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003695.png,397,512,0.5577,7,1,"[3, 15, 23, 35, 61, 77, 103]","['asparagus', 'carrot', 'cilantro mint', 'fish', 'orange', 'rape', 'background']","['medium', 'head', 'head', 'medium', 'medium', 'tail', 'background']",True,False,0.4567,3.5846,hard,1.8567,3.9134,rare_crop
00003696,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003696.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003696.png,512,512,0.6304,5,1,"[35, 68, 90, 96, 103]","['fish', 'pepper', 'soy', 'tomato', 'background']","['medium', 'medium', 'tail', 'head', 'background']",True,False,0.373,2.9392000000000005,hard,1.7730000000000001,3.746,rare_crop
00003697,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003697.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003697.png,384,512,0.388,6,3,"[4, 23, 69, 73, 96, 103]","['avocado', 'cilantro mint', 'pie', 'pork', 'tomato', 'background']","['tail', 'head', 'medium', 'medium', 'head', 'background']",True,False,0.3424,3.974,hard,1.7424,3.6848,rare_crop
00003698,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003698.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003698.png,256,256,0.6295,4,1,"[25, 37, 92, 103]","['corn', 'french fries', 'steak', 'background']","['medium', 'medium', 'head', 'background']",False,False,0.1796,1.891,easy,2.6795999999999998,1.7591999999999999,none
00003699,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003699.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003699.png,384,512,0.5426,7,1,"[15, 18, 68, 82, 91, 96, 103]","['carrot', 'celery stick', 'pepper', 'sauce', 'spring onion', 'tomato', 'background']","['head', 'medium', 'medium', 'head', 'medium', 'head', 'background']",False,False,0.3605,2.8148,medium,2.3605,2.721,light
00003700,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003700.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003700.png,256,256,0.7321,7,1,"[21, 23, 27, 51, 61, 80, 103]","['chicken duck', 'cilantro mint', 'cucumber', 'lemon', 'orange', 'rice', 'background']","['head', 'head', 'medium', 'medium', 'medium', 'medium', 'background']",False,False,0.322,2.4358,medium,2.322,2.644,light
00003701,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003701.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003701.png,512,384,0.2435,3,2,"[11, 69, 103]","['broccoli', 'pie', 'background']","['head', 'medium', 'background']",False,False,0.0949,2.5629999999999997,medium,2.0949,2.1898,light
00003702,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003702.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003702.png,480,640,0.3047,4,1,"[25, 74, 92, 103]","['corn', 'potato', 'steak', 'background']","['medium', 'head', 'head', 'background']",False,False,0.1342,2.5406,medium,2.1342,2.2683999999999997,light
00003703,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003703.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003703.png,384,512,0.6983,8,1,"[3, 10, 15, 18, 27, 68, 96, 103]","['asparagus', 'bread', 'carrot', 'celery stick', 'cucumber', 'pepper', 'tomato', 'background']","['medium', 'head', 'head', 'medium', 'medium', 'medium', 'head', 'background']",False,False,0.391,2.7534,medium,2.391,2.782,light
00003704,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003704.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003704.png,384,512,0.7817,9,1,"[10, 19, 27, 52, 68, 83, 96, 99, 103]","['bread', 'cheese butter', 'cucumber', 'lettuce', 'pepper', 'sausage', 'tomato', 'white button mushroom', 'background']","['head', 'medium', 'medium', 'medium', 'medium', 'medium', 'head', 'medium', 'background']",False,False,0.5055,2.8366000000000002,medium,2.5055,3.011,light
00003705,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003705.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003705.png,1456,2592,0.7152,4,1,"[25, 38, 57, 103]","['corn', 'fried meat', 'noodles', 'background']","['medium', 'medium', 'medium', 'background']",False,False,0.2262,1.7196000000000002,easy,2.7262,1.8523999999999998,none
00003706,train,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\img\00003706.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\train\mask\00003706.png,401,512,0.7081,5,1,"[15, 35, 51, 80, 103]","['carrot', 'fish', 'lemon', 'rice', 'background']","['head', 'medium', 'medium', 'medium', 'background']",False,False,0.2069,1.9838,easy,2.7069,1.8138,none
